job_title,salary
Data Management Specialist,27975.21 to 34462.81
Data Scientist,326404.96 to 332892.56
Statistician,144752.07 to 151239.67
Associate,345867.77 to 352355.37
Engineering Manager,157727.27 to 164214.88
Data Modeler,157727.27 to 164214.88
Insight Analyst,92851.24 to 99338.84
Business Intelligence Analyst,15000.0 to 21487.6
Data Platform Engineer,125289.26 to 131776.86
Data Platform Engineer,47438.02 to 53925.62
Technical Lead,144752.07 to 151239.67
Bioinformatician,112314.05 to 118801.65
Bioinformatician,60413.22 to 66900.83
AI Researcher,118801.65 to 125289.26
AI Researcher,66900.83 to 73388.43
Data Architect,222603.31 to 229090.91
Data Product Owner,196652.89 to 203140.5
Data Product Owner,157727.27 to 164214.88
Consultant,21487.6 to 27975.21
Data Governance,293966.94 to 300454.55
Data Developer,118801.65 to 125289.26
Data Developer,73388.43 to 79876.03
Solution Architect,216115.7 to 222603.31
Solution Architect,138264.46 to 144752.07
Quantitative Analyst,183677.69 to 190165.29
Quantitative Analyst,118801.65 to 125289.26
Head of AI,261528.93 to 268016.53
Head of AI,170702.48 to 177190.08
Data Architect,248553.72 to 255041.32
Data Analyst,268016.53 to 274504.13
Lead Engineer,157727.27 to 164214.88
Lead Engineer,112314.05 to 118801.65
Analytics Engineer,216115.7 to 222603.31
Solutions Engineer,261528.93 to 268016.53
Solutions Engineer,183677.69 to 190165.29
Solution Architect,248553.72 to 255041.32
Solution Architect,105826.45 to 112314.05
Solution Architect,164214.88 to 170702.48
Solution Architect,118801.65 to 125289.26
Prompt Engineer,73388.43 to 79876.03
Prompt Engineer,66900.83 to 73388.43
Data Specialist,125289.26 to 131776.86
Data Specialist,86363.64 to 92851.24
Data Visualization Analyst,157727.27 to 164214.88
Data Visualization Analyst,92851.24 to 99338.84
Python Developer,73388.43 to 79876.03
Platform Engineer,99338.84 to 105826.45
Analytics Specialist,138264.46 to 144752.07
Analytics Specialist,92851.24 to 99338.84
Research Associate,138264.46 to 144752.07
Research Associate,79876.03 to 86363.64
Platform Engineer,177190.08 to 183677.69
Head of Data,216115.7 to 222603.31
Head of Data,177190.08 to 183677.69
Member of Technical Staff,183677.69 to 190165.29
Head of Data,203140.5 to 209628.1
AI Governance Lead,138264.46 to 144752.07
AI Governance Lead,112314.05 to 118801.65
Director of Machine Learning,371818.18 to 378305.79
Director of Machine Learning,190165.29 to 196652.89
Member of Technical Staff,170702.48 to 177190.08
Product Manager,248553.72 to 255041.32
Research Engineer,345867.77 to 352355.37
AI Architect,255041.32 to 261528.93
AI Architect,216115.7 to 222603.31
Systems Engineer,118801.65 to 125289.26
Business Intelligence Developer,118801.65 to 125289.26
Enterprise Account Executive,352355.37 to 358842.98
Enterprise Account Executive,242066.12 to 248553.72
Manager,559958.68 to 566446.28
Business Intelligence Analyst,242066.12 to 248553.72
Quantitative Analyst,157727.27 to 164214.88
Quantitative Analyst,105826.45 to 112314.05
Research Engineer,358842.98 to 365330.58
Data Specialist,112314.05 to 118801.65
DataOps Engineer,170702.48 to 177190.08
DataOps Engineer,125289.26 to 131776.86
AI Engineer,313429.75 to 319917.36
Analytics Specialist,27975.21 to 34462.81
Architect,99338.84 to 105826.45
Product Manager,268016.53 to 274504.13
Data Architect,268016.53 to 274504.13
Data Governance Specialist,47438.02 to 53925.62
Data Governance Specialist,27975.21 to 34462.81
Backend Engineer,125289.26 to 131776.86
Backend Engineer,99338.84 to 105826.45
System Engineer,157727.27 to 164214.88
System Engineer,138264.46 to 144752.07
Software Developer,151239.67 to 157727.27
Data Visualization Engineer,151239.67 to 157727.27
Data Architect,242066.12 to 248553.72
Data Governance Lead,170702.48 to 177190.08
Data Governance Lead,112314.05 to 118801.65
Platform Engineer,222603.31 to 229090.91
Data Management Analyst,138264.46 to 144752.07
Data Management Analyst,92851.24 to 99338.84
Business Analyst,99338.84 to 105826.45
Tableau Developer,118801.65 to 125289.26
Tableau Developer,112314.05 to 118801.65
Analyst,268016.53 to 274504.13
Data and Reporting Analyst,99338.84 to 105826.45
Data and Reporting Analyst,47438.02 to 53925.62
Analytics Engineer,715661.16 to 722148.76
Data Product Owner,118801.65 to 125289.26
Full Stack Developer,118801.65 to 125289.26
Research Engineer,216115.7 to 222603.31
Solutions Architect,216115.7 to 222603.31
Computer Vision Engineer,248553.72 to 255041.32
Member of Technical Staff,60413.22 to 66900.83
Account Executive,404256.2 to 410743.8
Account Executive,345867.77 to 352355.37
Research Engineer,527520.66 to 534008.26
Product Manager,287479.34 to 293966.94
Data Architect,66900.83 to 73388.43
DevOps Engineer,274504.13 to 280991.74
Data Architect,131776.86 to 138264.46
Data Governance Analyst,73388.43 to 79876.03
Software Engineer,598884.3 to 605371.9
Solutions Architect,261528.93 to 268016.53
AI Developer,216115.7 to 222603.31
AI Developer,293966.94 to 300454.55
AI Developer,138264.46 to 144752.07
Product Specialist,79876.03 to 86363.64
Product Specialist,53925.62 to 60413.22
Technical Lead,138264.46 to 144752.07
Analytics Engineer,235578.51 to 242066.12
Business Intelligence Engineer,73388.43 to 79876.03
Business Intelligence Engineer,47438.02 to 53925.62
Software Development Engineer,248553.72 to 255041.32
Software Development Engineer,157727.27 to 164214.88
Research Engineer,86363.64 to 92851.24
Engineering Manager,112314.05 to 118801.65
Technical Lead,183677.69 to 190165.29
Data Governance Manager,177190.08 to 183677.69
Data Governance Manager,105826.45 to 112314.05
Business Intelligence,229090.91 to 235578.51
Business Intelligence,144752.07 to 151239.67
Software Development Engineer,177190.08 to 183677.69
Data Governance,170702.48 to 177190.08
Data Operations,47438.02 to 53925.62
Data Operations,40950.41 to 47438.02
Solutions Engineer,151239.67 to 157727.27
AI Engineer,319917.36 to 326404.96
AI Engineer,183677.69 to 190165.29
BI Analyst,125289.26 to 131776.86
Head of AI,209628.1 to 216115.7
Business Intelligence Engineer,79876.03 to 86363.64
Solutions Architect,138264.46 to 144752.07
System Engineer,112314.05 to 118801.65
System Engineer,86363.64 to 92851.24
Developer,222603.31 to 229090.91
Data Manager,183677.69 to 190165.29
Data Governance,151239.67 to 157727.27
Data Strategist,157727.27 to 164214.88
Data Strategist,73388.43 to 79876.03
Data Quality Specialist,112314.05 to 118801.65
Data Quality Specialist,66900.83 to 73388.43
Head of AI,430206.61 to 436694.21
Head of AI,280991.74 to 287479.34
Business Intelligence Engineer,60413.22 to 66900.83
Data and Reporting Professional,79876.03 to 86363.64
Data and Reporting Professional,60413.22 to 66900.83
Member of Technical Staff,222603.31 to 229090.91
Research Scientist,235578.51 to 242066.12
Analytics Engineer,92851.24 to 99338.84
Analytics Engineer,66900.83 to 73388.43
Robotics Engineer,79876.03 to 86363.64
Robotics Engineer,40950.41 to 47438.02
Cloud Database Engineer,151239.67 to 157727.27
Cloud Database Engineer,79876.03 to 86363.64
Associate,280991.74 to 287479.34
Associate,164214.88 to 170702.48
Data Integration Engineer,125289.26 to 131776.86
Data Integration Engineer,79876.03 to 86363.64
Data Architect,229090.91 to 235578.51
Data Operations,79876.03 to 86363.64
Data Operations,66900.83 to 73388.43
Principal Researcher,73388.43 to 79876.03
Research Analyst,40950.41 to 47438.02
DevOps Engineer,92851.24 to 99338.84
Applied Scientist,164214.88 to 170702.48
DevOps Engineer,112314.05 to 118801.65
DevOps Engineer,151239.67 to 157727.27
AI Data Engineer,99338.84 to 105826.45
ETL Developer,118801.65 to 125289.26
ETL Developer,79876.03 to 86363.64
Full Stack Engineer,177190.08 to 183677.69
Full Stack Engineer,105826.45 to 112314.05
Postdoctoral Fellow,99338.84 to 105826.45
Postdoctoral Fellow,79876.03 to 86363.64
AI Architect,248553.72 to 255041.32
AI Architect,105826.45 to 112314.05
Full Stack Developer,216115.7 to 222603.31
Full Stack Developer,92851.24 to 99338.84
Architect,404256.2 to 410743.8
Technology Integrator,131776.86 to 138264.46
Technology Integrator,53925.62 to 60413.22
Data Strategist,112314.05 to 118801.65
Data Strategist,99338.84 to 105826.45
Research Engineer,319917.36 to 326404.96
Research Engineer,209628.1 to 216115.7
Algorithm Developer,248553.72 to 255041.32
Algorithm Developer,170702.48 to 177190.08
Solutions Architect,125289.26 to 131776.86
Product Analyst,242066.12 to 248553.72
Backend Engineer,293966.94 to 300454.55
AI Specialist,138264.46 to 144752.07
AI Specialist,125289.26 to 131776.86
Data Product Owner,79876.03 to 86363.64
Consultant,47438.02 to 53925.62
Algorithm Developer,183677.69 to 190165.29
Algorithm Developer,99338.84 to 105826.45
Algorithm Developer,177190.08 to 183677.69
Algorithm Developer,86363.64 to 92851.24
Data Architect,53925.62 to 60413.22
Data Engineer,306942.15 to 313429.75
Member of Technical Staff,293966.94 to 300454.55
Member of Technical Staff,112314.05 to 118801.65
Data Management Specialist,79876.03 to 86363.64
Data Management Specialist,47438.02 to 53925.62
Data Scientist,293966.94 to 300454.55
Research Engineer,118801.65 to 125289.26
Research Engineer,53925.62 to 60413.22
Associate,47438.02 to 53925.62
Site Reliability Engineer,203140.5 to 209628.1
Site Reliability Engineer,92851.24 to 99338.84
Data Integrator,209628.1 to 216115.7
Data Integrator,112314.05 to 118801.65
Data Lead,183677.69 to 190165.29
Data Manager,40950.41 to 47438.02
Cloud Engineer,177190.08 to 183677.69
DevOps Engineer,138264.46 to 144752.07
Analyst,598884.3 to 605371.9
Data Product Owner,151239.67 to 157727.27
Data Product Owner,92851.24 to 99338.84
Data Visualization Analyst,112314.05 to 118801.65
Data Analyst,631322.31 to 637809.92
Data Architect,209628.1 to 216115.7
Associate,203140.5 to 209628.1
Data Scientist,274504.13 to 280991.74
AI Engineer,378305.79 to 384793.39
AI Engineer,306942.15 to 313429.75
Site Reliability Engineer,274504.13 to 280991.74
Site Reliability Engineer,242066.12 to 248553.72
Data Management Analyst,125289.26 to 131776.86
Site Reliability Engineer,125289.26 to 131776.86
Data Governance,358842.98 to 365330.58
Architect,631322.31 to 637809.92
Manager,631322.31 to 637809.92
Research Scientist,73388.43 to 79876.03
Business Intelligence Specialist,125289.26 to 131776.86
Business Intelligence Specialist,79876.03 to 86363.64
Software Developer,144752.07 to 151239.67
Software Developer,60413.22 to 66900.83
Data Engineer,345867.77 to 352355.37
Encounter Data Management Professional,86363.64 to 92851.24
Encounter Data Management Professional,60413.22 to 66900.83
Java Developer,144752.07 to 151239.67
Java Developer,118801.65 to 125289.26
Software Engineer,508057.85 to 514545.45
Power BI Developer,125289.26 to 131776.86
Power BI Developer,60413.22 to 66900.83
Bioinformatics Scientist,216115.7 to 222603.31
Architect,423719.01 to 430206.61
Architect,222603.31 to 229090.91
Data Lead,73388.43 to 79876.03
Solutions Engineer,495082.64 to 501570.25
Solutions Engineer,293966.94 to 300454.55
Research Analyst,60413.22 to 66900.83
Research Analyst,53925.62 to 60413.22
Solutions Architect,79876.03 to 86363.64
Platform Engineer,235578.51 to 242066.12
Engineering Manager,384793.39 to 391280.99
AI Engineer,566446.28 to 572933.88
AI Engineer,352355.37 to 358842.98
Backend Engineer,371818.18 to 378305.79
Software Engineer,339380.17 to 345867.77
Account Executive,86363.64 to 92851.24
Account Executive,66900.83 to 73388.43
Engineering Manager,222603.31 to 229090.91
Product Manager,300454.55 to 306942.15
Machine Learning Scientist,306942.15 to 313429.75
Machine Learning Scientist,170702.48 to 177190.08
Applied Scientist,112314.05 to 118801.65
AI Developer,125289.26 to 131776.86
AI Developer,177190.08 to 183677.69
AI Developer,60413.22 to 66900.83
AI Product Owner,118801.65 to 125289.26
AI Product Owner,105826.45 to 112314.05
Business Analyst,47438.02 to 53925.62
Principal Software Architect,293966.94 to 300454.55
Principal Software Architect,131776.86 to 138264.46
Software Developer,157727.27 to 164214.88
Site Reliability Engineer,261528.93 to 268016.53
Analytics Engineer,598884.3 to 605371.9
Computational Biologist,92851.24 to 99338.84
Computational Biologist,53925.62 to 60413.22
Data Governance,92851.24 to 99338.84
Data Manager,86363.64 to 92851.24
Data Product Owner,138264.46 to 144752.07
Software Engineer,27975.21 to 34462.81
Analytics Specialist,164214.88 to 170702.48
Analytics Specialist,118801.65 to 125289.26
Full Stack Developer,196652.89 to 203140.5
Full Stack Developer,125289.26 to 131776.86
Systems Engineer,190165.29 to 196652.89
Data Governance,261528.93 to 268016.53
Product Manager,255041.32 to 261528.93
Business Intelligence Engineer,125289.26 to 131776.86
Research Engineer,144752.07 to 151239.67
Developer,92851.24 to 99338.84
Quantitative Analyst,47438.02 to 53925.62
Architect,268016.53 to 274504.13
Data Lead,157727.27 to 164214.88
Data Lead,105826.45 to 112314.05
Software Development Engineer,92851.24 to 99338.84
Architect,157727.27 to 164214.88
Software Developer,235578.51 to 242066.12
DevOps Engineer,170702.48 to 177190.08
Research Engineer,280991.74 to 287479.34
Research Engineer,40950.41 to 47438.02
Statistical Programmer,112314.05 to 118801.65
Statistical Programmer,99338.84 to 105826.45
Developer,53925.62 to 60413.22
Data Modeler,177190.08 to 183677.69
Data Modeler,79876.03 to 86363.64
Engineering Manager,235578.51 to 242066.12
Technical Lead,248553.72 to 255041.32
Technical Lead,177190.08 to 183677.69
Manager,358842.98 to 365330.58
Account Executive,242066.12 to 248553.72
Account Executive,177190.08 to 183677.69
Backend Engineer,86363.64 to 92851.24
Backend Engineer,60413.22 to 66900.83
Business Analyst,27975.21 to 34462.81
Product Manager,222603.31 to 229090.91
Software Engineer,358842.98 to 365330.58
Backend Engineer,112314.05 to 118801.65
Systems Engineer,248553.72 to 255041.32
Platform Engineer,138264.46 to 144752.07
Power BI Developer,118801.65 to 125289.26
Power BI Developer,112314.05 to 118801.65
Machine Learning Engineer,345867.77 to 352355.37
Data Operations Specialist,92851.24 to 99338.84
Data Operations Specialist,60413.22 to 66900.83
Machine Learning Engineer,313429.75 to 319917.36
Associate,151239.67 to 157727.27
Account Executive,79876.03 to 86363.64
System Engineer,131776.86 to 138264.46
System Engineer,118801.65 to 125289.26
Power BI Developer,164214.88 to 170702.48
Power BI Developer,99338.84 to 105826.45
Manager,598884.3 to 605371.9
Statistical Programmer,268016.53 to 274504.13
Statistical Programmer,209628.1 to 216115.7
Master Data Management,157727.27 to 164214.88
Master Data Management,138264.46 to 144752.07
Data Governance Analyst,190165.29 to 196652.89
Data Governance Analyst,138264.46 to 144752.07
Data Management Analyst,177190.08 to 183677.69
Data Analytics Specialist,92851.24 to 99338.84
Data Analytics Specialist,60413.22 to 66900.83
Analytics Engineer,47438.02 to 53925.62
Analytics Engineer,27975.21 to 34462.81
Data Platform Engineer,183677.69 to 190165.29
Data Platform Engineer,105826.45 to 112314.05
Engineer,391280.99 to 397768.6
Machine Learning Engineer,326404.96 to 332892.56
Statistical Programmer,60413.22 to 66900.83
Insight Analyst,131776.86 to 138264.46
Insight Analyst,73388.43 to 79876.03
Engineering Manager,138264.46 to 144752.07
Data Architect,92851.24 to 99338.84
Site Reliability Engineer,73388.43 to 79876.03
Associate,242066.12 to 248553.72
Data Governance Lead,164214.88 to 170702.48
Data Governance Lead,131776.86 to 138264.46
Machine Learning Engineer,86363.64 to 92851.24
Data Engineer,715661.16 to 722148.76
Data Product Manager,131776.86 to 138264.46
Architect,300454.55 to 306942.15
Security Researcher,300454.55 to 306942.15
Security Researcher,144752.07 to 151239.67
Research Scientist,300454.55 to 306942.15
Software Developer,40950.41 to 47438.02
Associate,255041.32 to 261528.93
AI Engineer,209628.1 to 216115.7
Business Intelligence,196652.89 to 203140.5
Engineering Manager,203140.5 to 209628.1
Postdoctoral Fellow,105826.45 to 112314.05
Solutions Architect,404256.2 to 410743.8
Solutions Architect,268016.53 to 274504.13
Backend Engineer,177190.08 to 183677.69
AI Research Scientist,60413.22 to 66900.83
AI Developer,79876.03 to 86363.64
AI Developer,47438.02 to 53925.62
Engineer,404256.2 to 410743.8
Data Management Specialist,53925.62 to 60413.22
Master Data Management,112314.05 to 118801.65
Master Data Management,66900.83 to 73388.43
Quantitative Analyst,144752.07 to 151239.67
Data Manager,170702.48 to 177190.08
Data Operations,144752.07 to 151239.67
Data Governance,222603.31 to 229090.91
Lead Engineer,170702.48 to 177190.08
Data Operations Analyst,92851.24 to 99338.84
Data Operations Analyst,60413.22 to 66900.83
MLOps Engineer,105826.45 to 112314.05
Principal Statistical Programmer,216115.7 to 222603.31
Principal Statistical Programmer,112314.05 to 118801.65
Data Team Lead,170702.48 to 177190.08
Data Team Lead,79876.03 to 86363.64
Site Reliability Engineer,60413.22 to 66900.83
Product Manager,60413.22 to 66900.83
Master Data Management,332892.56 to 339380.17
System Engineer,79876.03 to 86363.64
System Engineer,66900.83 to 73388.43
Cloud Engineer,235578.51 to 242066.12
Cloud Engineer,157727.27 to 164214.88
Data Operations Analyst,170702.48 to 177190.08
Product Designer,255041.32 to 261528.93
Product Designer,144752.07 to 151239.67
Site Reliability Engineer,177190.08 to 183677.69
Software Developer,131776.86 to 138264.46
Technical Lead,293966.94 to 300454.55
Solution Architect,99338.84 to 105826.45
Data Infrastructure Engineer,222603.31 to 229090.91
Data Modeler,34462.81 to 40950.41
Big Data Developer,164214.88 to 170702.48
Big Data Developer,47438.02 to 53925.62
Big Data Developer,183677.69 to 190165.29
Solutions Engineer,229090.91 to 235578.51
Software Engineer,384793.39 to 391280.99
BI Engineer,125289.26 to 131776.86
BI Engineer,99338.84 to 105826.45
Research Engineer,514545.45 to 521033.06
Research Engineer,313429.75 to 319917.36
Developer Advocate,170702.48 to 177190.08
Developer Advocate,118801.65 to 125289.26
Quantitative Researcher,131776.86 to 138264.46
Product Analyst,79876.03 to 86363.64
Product Analyst,53925.62 to 60413.22
AI Engineer,27975.21 to 34462.81
AI Specialist,443181.82 to 449669.42
AI Specialist,183677.69 to 190165.29
Data Management Specialist,15000.0 to 21487.6
Postdoctoral Researcher,47438.02 to 53925.62
Algorithm Developer,15000.0 to 21487.6
Statistical Programmer,170702.48 to 177190.08
Tech Lead,209628.1 to 216115.7
Tech Lead,138264.46 to 144752.07
Analytics Engineer,73388.43 to 79876.03
Head of Data,280991.74 to 287479.34
Head of Data,170702.48 to 177190.08
AI Architect,352355.37 to 358842.98
AI Architect,183677.69 to 190165.29
Machine Learning Engineer,66900.83 to 73388.43
Product Manager,261528.93 to 268016.53
Systems Engineer,274504.13 to 280991.74
Systems Engineer,183677.69 to 190165.29
DevOps Engineer,332892.56 to 339380.17
Data Visualization Specialist,105826.45 to 112314.05
Data Visualization Specialist,47438.02 to 53925.62
Machine Learning Engineer,715661.16 to 722148.76
Member of Technical Staff,274504.13 to 280991.74
Software Development Engineer,190165.29 to 196652.89
Data Operations Analyst,86363.64 to 92851.24
Scala Spark Developer,73388.43 to 79876.03
Scala Spark Developer,40950.41 to 47438.02
AI Engineer,397768.6 to 404256.2
Computer Vision Engineer,196652.89 to 203140.5
Master Data Management,47438.02 to 53925.62
Master Data Management,40950.41 to 47438.02
Research Engineer,559958.68 to 566446.28
Research Scientist,423719.01 to 430206.61
Python Developer,79876.03 to 86363.64
Python Developer,47438.02 to 53925.62
Sales Development Representative,66900.83 to 73388.43
Sales Development Representative,47438.02 to 53925.62
Quantitative Researcher,293966.94 to 300454.55
Quantitative Researcher,170702.48 to 177190.08
Solution Architect,183677.69 to 190165.29
Business Analyst,21487.6 to 27975.21
Manager,300454.55 to 306942.15
Full Stack Engineer,73388.43 to 79876.03
Full Stack Engineer,47438.02 to 53925.62
Machine Learning Researcher,248553.72 to 255041.32
Machine Learning Researcher,131776.86 to 138264.46
BI Developer,144752.07 to 151239.67
Power BI,105826.45 to 112314.05
Power BI,79876.03 to 86363.64
Head of AI,384793.39 to 391280.99
Head of AI,242066.12 to 248553.72
Business Analyst,196652.89 to 203140.5
Business Analyst,131776.86 to 138264.46
Data Specialist,598884.3 to 605371.9
Data Architect,300454.55 to 306942.15
AI Scientist,125289.26 to 131776.86
AI Scientist,105826.45 to 112314.05
AI Scientist,164214.88 to 170702.48
AI Scientist,144752.07 to 151239.67
AI Specialist,151239.67 to 157727.27
AI Specialist,73388.43 to 79876.03
Quantitative Analyst,60413.22 to 66900.83
Data Governance,203140.5 to 209628.1
Lead Engineer,313429.75 to 319917.36
Backend Engineer,715661.16 to 722148.76
Machine Learning Scientist,715661.16 to 722148.76
Machine Learning Scientist,164214.88 to 170702.48
Head of Data,151239.67 to 157727.27
Staff Data Scientist,125289.26 to 131776.86
Research Analyst,15000.0 to 21487.6
Analyst,280991.74 to 287479.34
Business Intelligence Engineer,157727.27 to 164214.88
Business Intelligence Engineer,66900.83 to 73388.43
Data Product Manager,86363.64 to 92851.24
Enterprise Account Executive,144752.07 to 151239.67
Enterprise Account Executive,125289.26 to 131776.86
Associate,209628.1 to 216115.7
Data Product Owner,287479.34 to 293966.94
Business Intelligence Engineer,144752.07 to 151239.67
Quantitative Analyst,151239.67 to 157727.27
BI Analyst,177190.08 to 183677.69
BI Analyst,79876.03 to 86363.64
Full Stack Developer,157727.27 to 164214.88
Application Developer,138264.46 to 144752.07
Application Developer,131776.86 to 138264.46
Solution Architect,209628.1 to 216115.7
Data Analytics Manager,177190.08 to 183677.69
Data Analytics Manager,151239.67 to 157727.27
Data Analytics Manager,79876.03 to 86363.64
Decision Scientist,112314.05 to 118801.65
Decision Scientist,92851.24 to 99338.84
Data Governance Specialist,66900.83 to 73388.43
Data Governance Specialist,53925.62 to 60413.22
Data Governance Lead,248553.72 to 255041.32
Data Governance Lead,138264.46 to 144752.07
Head of Data,196652.89 to 203140.5
Business Analyst,66900.83 to 73388.43
Business Analyst,34462.81 to 40950.41
Product Designer,326404.96 to 332892.56
Data Integration Engineer,157727.27 to 164214.88
Data Integration Engineer,73388.43 to 79876.03
Research Engineer,300454.55 to 306942.15
Engineering Manager,144752.07 to 151239.67
Software Development Engineer,164214.88 to 170702.48
Solution Architect,222603.31 to 229090.91
Solution Architect,92851.24 to 99338.84
AI Scientist,229090.91 to 235578.51
AI Scientist,151239.67 to 157727.27
Software Developer,196652.89 to 203140.5
Analytics Engineer,183677.69 to 190165.29
Site Reliability Engineer,79876.03 to 86363.64
Data Quality Specialist,86363.64 to 92851.24
Data Quality Specialist,73388.43 to 79876.03
Data Manager,177190.08 to 183677.69
Data Management Analyst,86363.64 to 92851.24
Cloud Database Administrator,118801.65 to 125289.26
Cloud Database Administrator,79876.03 to 86363.64
Data Integrator,151239.67 to 157727.27
Data Integrator,79876.03 to 86363.64
Site Reliability Engineer,196652.89 to 203140.5
Product Owner,164214.88 to 170702.48
Product Owner,131776.86 to 138264.46
Site Reliability Engineer,170702.48 to 177190.08
Site Reliability Engineer,216115.7 to 222603.31
Product Designer,157727.27 to 164214.88
Cloud Engineer,105826.45 to 112314.05
Systems Engineer,73388.43 to 79876.03
Solutions Engineer,73388.43 to 79876.03
Architect,196652.89 to 203140.5
Enterprise Account Executive,345867.77 to 352355.37
Enterprise Account Executive,177190.08 to 183677.69
AI Machine Learning Engineer,118801.65 to 125289.26
Sales Development Representative,79876.03 to 86363.64
Engineer,332892.56 to 339380.17
Data Architect,261528.93 to 268016.53
Computer Vision Engineer,203140.5 to 209628.1
Computer Vision Engineer,138264.46 to 144752.07
Head of Data,345867.77 to 352355.37
DevOps Engineer,60413.22 to 66900.83
DevOps Engineer,27975.21 to 34462.81
BI Analyst,66900.83 to 73388.43
BI Analyst,60413.22 to 66900.83
Data Integrity Specialist,118801.65 to 125289.26
Data Integrity Specialist,79876.03 to 86363.64
Software Engineer,21487.6 to 27975.21
Data Visualization Specialist,99338.84 to 105826.45
Data Visualization Specialist,53925.62 to 60413.22
Engineering Manager,151239.67 to 157727.27
Software Development Engineer,112314.05 to 118801.65
Full Stack Engineer,118801.65 to 125289.26
Systems Engineer,79876.03 to 86363.64
Database Administrator,144752.07 to 151239.67
Database Administrator,131776.86 to 138264.46
Data Analyst,21487.6 to 27975.21
Power BI,66900.83 to 73388.43
Power BI,34462.81 to 40950.41
Data Governance,118801.65 to 125289.26
Data Governance,79876.03 to 86363.64
Computational Biologist,170702.48 to 177190.08
Cloud Engineer,255041.32 to 261528.93
Data Reporting Analyst,105826.45 to 112314.05
Data Product Manager,151239.67 to 157727.27
Data Product Manager,79876.03 to 86363.64
BI Developer,60413.22 to 66900.83
Decision Scientist,66900.83 to 73388.43
Head of Data,332892.56 to 339380.17
Head of Data,222603.31 to 229090.91
Applied Scientist,313429.75 to 319917.36
Applied Scientist,170702.48 to 177190.08
Analytics Engineer,306942.15 to 313429.75
Full Stack Engineer,170702.48 to 177190.08
Full Stack Engineer,112314.05 to 118801.65
Data Lead,248553.72 to 255041.32
Data Lead,118801.65 to 125289.26
Decision Scientist,170702.48 to 177190.08
Decision Scientist,86363.64 to 92851.24
Data Architect,60413.22 to 66900.83
Research Engineer,151239.67 to 157727.27
Data Management Analyst,73388.43 to 79876.03
Power BI Specialist,151239.67 to 157727.27
Power BI Specialist,66900.83 to 73388.43
Data Governance,229090.91 to 235578.51
MLOps Engineer,92851.24 to 99338.84
Analytics Lead,183677.69 to 190165.29
Analytics Lead,131776.86 to 138264.46
Technical Lead,190165.29 to 196652.89
Technical Lead,79876.03 to 86363.64
Manager,15000.0 to 21487.6
Solutions Architect,235578.51 to 242066.12
Solution Architect,287479.34 to 293966.94
AI Developer,118801.65 to 125289.26
Engineering Manager,527520.66 to 534008.26
Engineering Manager,436694.21 to 443181.82
Solution Architect,352355.37 to 358842.98
Product Manager,462644.63 to 469132.23
Data Analyst,255041.32 to 261528.93
Data Developer,138264.46 to 144752.07
BI Analyst,151239.67 to 157727.27
BI Analyst,73388.43 to 79876.03
Solutions Engineer,274504.13 to 280991.74
Solutions Engineer,216115.7 to 222603.31
Architect,352355.37 to 358842.98
Quantitative Researcher,248553.72 to 255041.32
Site Reliability Engineer,112314.05 to 118801.65
Platform Engineer,92851.24 to 99338.84
Research Assistant,60413.22 to 66900.83
Solutions Architect,287479.34 to 293966.94
Manager,423719.01 to 430206.61
Solutions Architect,352355.37 to 358842.98
Research Engineer,436694.21 to 443181.82
Solutions Engineer,235578.51 to 242066.12
Research Associate,112314.05 to 118801.65
Data Architect,397768.6 to 404256.2
MLOps Engineer,248553.72 to 255041.32
MLOps Engineer,177190.08 to 183677.69
MLOps Engineer,222603.31 to 229090.91
MLOps Engineer,190165.29 to 196652.89
GenAI Architect,242066.12 to 248553.72
GenAI Architect,138264.46 to 144752.07
Data Governance Specialist,86363.64 to 92851.24
Manager,332892.56 to 339380.17
Software Developer,209628.1 to 216115.7
Data Platform Engineer,209628.1 to 216115.7
Data Platform Engineer,118801.65 to 125289.26
AI Developer,157727.27 to 164214.88
Data Analytics Manager,293966.94 to 300454.55
Data Analytics Manager,138264.46 to 144752.07
BI Developer,157727.27 to 164214.88
Data Management Analyst,293966.94 to 300454.55
Architect,92851.24 to 99338.84
Business Intelligence Analyst,47438.02 to 53925.62
Analytics Engineer,242066.12 to 248553.72
Data Architect,332892.56 to 339380.17
Data Operations,242066.12 to 248553.72
Data Operations,190165.29 to 196652.89
Data Operations Engineer,125289.26 to 131776.86
Machine Learning Engineer,495082.64 to 501570.25
Manager,268016.53 to 274504.13
Machine Learning Scientist,112314.05 to 118801.65
Machine Learning Scientist,287479.34 to 293966.94
Machine Learning Scientist,177190.08 to 183677.69
Bioinformatician,79876.03 to 86363.64
Solutions Engineer,248553.72 to 255041.32
Solutions Engineer,196652.89 to 203140.5
Backend Engineer,261528.93 to 268016.53
Product Owner,157727.27 to 164214.88
Product Owner,118801.65 to 125289.26
Solution Architect,242066.12 to 248553.72
Solution Architect,66900.83 to 73388.43
Data Operations Analyst,53925.62 to 60413.22
Data Team Lead,131776.86 to 138264.46
Data Team Lead,105826.45 to 112314.05
Data Management Associate,40950.41 to 47438.02
Data Management Specialist,222603.31 to 229090.91
Data Management Specialist,138264.46 to 144752.07
Software Development Engineer,319917.36 to 326404.96
Software Development Engineer,118801.65 to 125289.26
Data Developer,60413.22 to 66900.83
Data Developer,47438.02 to 53925.62
Data Strategist,131776.86 to 138264.46
