"Research Engineer","281101.69 - 285536.72"
"Research Engineer","130310.73 - 134745.76"
"Software Engineer","409717.51 - 414152.54"
"Data Architect","108135.59 - 112570.62"
"Data Architect","99265.54 - 103700.56"
"Data Governance","179096.05 - 183531.07"
"Data Governance","99265.54 - 103700.56"
"Solution Architect","258926.55 - 263361.58"
"Solution Architect","161355.93 - 165790.96"
"Solution Architect","285536.72 - 289971.75"
"Systems Engineer","418587.57 - 423022.6"
"Systems Engineer","219011.3 - 223446.33"
"Product Manager","121440.68 - 125875.71"
"Technical Writer","143615.82 - 148050.85"
"Technical Writer","90395.48 - 94830.51"
"Research Scientist","103700.56 - 108135.59"
"Consultant","241186.44 - 245621.47"
"Manager","467372.88 - 471807.91"
"Data Specialist","81525.42 - 85960.45"
"Architect","81525.42 - 85960.45"
"Data Management Lead","219011.3 - 223446.33"
"Data Management Lead","77090.4 - 81525.42"
"Architect","285536.72 - 289971.75"
"DevOps Engineer","205706.21 - 210141.24"
"Business Intelligence Analyst","85960.45 - 90395.48"
"Lead Engineer","196836.16 - 201271.19"
"Lead Engineer","108135.59 - 112570.62"
"Data Governance Analyst","201271.19 - 205706.21"
"Data Governance Analyst","134745.76 - 139180.79"
"Machine Learning Lead","156920.9 - 161355.93"
"Machine Learning Lead","85960.45 - 90395.48"
"Data Architect","85960.45 - 90395.48"
"Solutions Architect","263361.58 - 267796.61"
"Solutions Architect","174661.02 - 179096.05"
"Data Quality Analyst","63785.31 - 68220.34"
"Analyst","183531.07 - 187966.1"
"Software Engineer","258926.55 - 263361.58"
"Data Management Analyst","54915.25 - 59350.28"
"Data Management Analyst","50480.23 - 54915.25"
"Analytics Engineer","156920.9 - 161355.93"
"Analytics Engineer","77090.4 - 81525.42"
"Analytics Engineer","37175.14 - 41610.17"
"Engineer","321016.95 - 325451.98"
"Research Scientist","254491.53 - 258926.55"
"Research Scientist","148050.85 - 152485.88"
"Developer","59350.28 - 63785.31"
"Engineer","37175.14 - 41610.17"
"Solutions Engineer","77090.4 - 81525.42"
"Solutions Engineer","37175.14 - 41610.17"
"Cloud Engineer","77090.4 - 81525.42"
"Cloud Engineer","37175.14 - 41610.17"
"Manager","103700.56 - 108135.59"
"Solutions Architect","289971.75 - 294406.78"
"Solutions Architect","54915.25 - 59350.28"
"Data Governance","125875.71 - 130310.73"
"Data Governance","117005.65 - 121440.68"
"Applied Scientist","245621.47 - 250056.5"
"Data and Reporting Professional","94830.51 - 99265.54"
"Data and Reporting Professional","68220.34 - 72655.37"
"Applied Scientist","289971.75 - 294406.78"
"Data Lead","298841.81 - 303276.84"
"Data Lead","99265.54 - 103700.56"
"Associate","223446.33 - 227881.36"
"AI Architect","250056.5 - 254491.53"
"AI Architect","117005.65 - 121440.68"
"AI Engineer","152485.88 - 156920.9"
"Applied Scientist","294406.78 - 298841.81"
"Applied Scientist","161355.93 - 165790.96"
"Data Engineer","37175.14 - 41610.17"
"Machine Learning Engineer","378672.32 - 383107.34"
"Data Team Lead","59350.28 - 63785.31"
"Data Team Lead","54915.25 - 59350.28"
"AI Researcher","54915.25 - 59350.28"
"Analytics Engineer","139180.79 - 143615.82"
"Data Governance","148050.85 - 152485.88"
"Architect","77090.4 - 81525.42"
"Architect","183531.07 - 187966.1"
"Product Manager","117005.65 - 121440.68"
"Research Scientist","258926.55 - 263361.58"
"Consultant","161355.93 - 165790.96"
"Consultant","72655.37 - 77090.4"
"Architect","289971.75 - 294406.78"
"Architect","134745.76 - 139180.79"
"Research Scientist","50480.23 - 54915.25"
"Solutions Engineer","219011.3 - 223446.33"
"Solutions Engineer","196836.16 - 201271.19"
"Associate","156920.9 - 161355.93"
"Manager","68220.34 - 72655.37"
"Bioinformatician","170225.99 - 174661.02"
"Bioinformatician","134745.76 - 139180.79"
"Analyst","201271.19 - 205706.21"
"Lead Engineer","192401.13 - 196836.16"
"Lead Engineer","165790.96 - 170225.99"
"Product Manager","219011.3 - 223446.33"
"Data Architect","112570.62 - 117005.65"
"BI Analyst","125875.71 - 130310.73"
"BI Analyst","77090.4 - 81525.42"
"Solutions Architect","223446.33 - 227881.36"
"Solutions Architect","121440.68 - 125875.71"
"Data Manager","161355.93 - 165790.96"
"Data Manager","85960.45 - 90395.48"
"Data Integration Analyst","205706.21 - 210141.24"
"Data Integration Analyst","143615.82 - 148050.85"
"Data Engineer","289971.75 - 294406.78"
"Research Engineer","170225.99 - 174661.02"
"Data Management Specialist","196836.16 - 201271.19"
"Data Management Specialist","125875.71 - 130310.73"
"Data Management Analyst","85960.45 - 90395.48"
"Data Management Analyst","77090.4 - 81525.42"
"Data Visualization Engineer","108135.59 - 112570.62"
"Business Intelligence Engineer","99265.54 - 103700.56"
"Machine Learning Engineer","409717.51 - 414152.54"
"Applied Scientist","334322.03 - 338757.06"
"AI Architect","321016.95 - 325451.98"
"Engineer","409717.51 - 414152.54"
"Engineer","289971.75 - 294406.78"
"Product Manager","85960.45 - 90395.48"
"Consultant","214576.27 - 219011.3"
"Consultant","103700.56 - 108135.59"
"Data Visualization Engineer","148050.85 - 152485.88"
"Data Visualization Engineer","99265.54 - 103700.56"
"Data Specialist","41610.17 - 46045.2"
"Statistical Programmer","210141.24 - 214576.27"
"Statistical Programmer","134745.76 - 139180.79"
"Data Architect","241186.44 - 245621.47"
"Business Intelligence Analyst","77090.4 - 81525.42"
"Business Intelligence Analyst","68220.34 - 72655.37"
"Research Analyst","196836.16 - 201271.19"
"Research Analyst","152485.88 - 156920.9"
"Python Developer","223446.33 - 227881.36"
"Python Developer","139180.79 - 143615.82"
"Software Engineer","418587.57 - 423022.6"
"Data Manager","46045.2 - 50480.23"
"Python Developer","117005.65 - 121440.68"
"Python Developer","108135.59 - 112570.62"
"AI Engineer","298841.81 - 303276.84"
"Quantitative Researcher","139180.79 - 143615.82"
"Quantitative Researcher","81525.42 - 85960.45"
"Platform Engineer","187966.1 - 192401.13"
"Platform Engineer","121440.68 - 125875.71"
"Architect","15000.0 - 19435.03"
"AI Engineer","214576.27 - 219011.3"
"Data Product Manager","187966.1 - 192401.13"
"Machine Learning Engineer","276666.67 - 281101.69"
"Data Architect","161355.93 - 165790.96"
"Data Architect","125875.71 - 130310.73"
"Data Architect","334322.03 - 338757.06"
"AI Scientist","187966.1 - 192401.13"
"AI Scientist","139180.79 - 143615.82"
"Analyst","143615.82 - 148050.85"
"Analytics Lead","214576.27 - 219011.3"
"Analytics Lead","187966.1 - 192401.13"
"Machine Learning Engineer","267796.61 - 272231.64"
"Machine Learning Engineer","281101.69 - 285536.72"
"Business Intelligence Engineer","241186.44 - 245621.47"
"Business Intelligence Engineer","134745.76 - 139180.79"
"Business Intelligence Engineer","325451.98 - 329887.01"
"Business Intelligence Engineer","214576.27 - 219011.3"
"Research Associate","46045.2 - 50480.23"
"Robotics Engineer","196836.16 - 201271.19"
"Robotics Engineer","148050.85 - 152485.88"
"Data Architect","183531.07 - 187966.1"
"Analytics Engineer","117005.65 - 121440.68"
"Data Engineer","267796.61 - 272231.64"
"Engineering Manager","276666.67 - 281101.69"
"Software Development Engineer","183531.07 - 187966.1"
"Software Development Engineer","112570.62 - 117005.65"
"Software Engineer","356497.18 - 360932.2"
"Platform Engineer","219011.3 - 223446.33"
"Platform Engineer","125875.71 - 130310.73"
"Consultant","143615.82 - 148050.85"
"Business Intelligence Analyst","50480.23 - 54915.25"
"Engineering Manager","325451.98 - 329887.01"
"Computer Vision Engineer","139180.79 - 143615.82"
"Computer Vision Engineer","117005.65 - 121440.68"
"Data Product Manager","59350.28 - 63785.31"
"Data Governance Analyst","50480.23 - 54915.25"
"Data Governance","192401.13 - 196836.16"
"Data Analyst","227881.36 - 232316.38"
"Data Analytics Consultant","81525.42 - 85960.45"
"Data Analytics Consultant","54915.25 - 59350.28"
"Full Stack Engineer","263361.58 - 267796.61"
"Manager","41610.17 - 46045.2"
"Developer","46045.2 - 50480.23"
"Developer","41610.17 - 46045.2"
"Cloud Engineer","139180.79 - 143615.82"
"Site Reliability Engineer","352062.15 - 356497.18"
"Site Reliability Engineer","223446.33 - 227881.36"
"Pricing Analyst","54915.25 - 59350.28"
"Pricing Analyst","41610.17 - 46045.2"
"Associate","143615.82 - 148050.85"
"Systems Engineer","294406.78 - 298841.81"
"Systems Engineer","165790.96 - 170225.99"
"Software Developer","156920.9 - 161355.93"
"Software Developer","81525.42 - 85960.45"
"Developer","63785.31 - 68220.34"
"Data Developer","205706.21 - 210141.24"
"Consultant","54915.25 - 59350.28"
"Consultant","41610.17 - 46045.2"
"AI Engineer","37175.14 - 41610.17"
"Data Product Manager","241186.44 - 245621.47"
"Data Management Associate","68220.34 - 72655.37"
"Data Management Associate","46045.2 - 50480.23"
"Data Governance","161355.93 - 165790.96"
"AI Specialist","23870.06 - 28305.08"
"Consultant","32740.11 - 37175.14"
"Research Engineer","121440.68 - 125875.71"
"Associate","99265.54 - 103700.56"
"Analyst","214576.27 - 219011.3"
"Solutions Architect","108135.59 - 112570.62"
"Data Developer","156920.9 - 161355.93"
"Data Developer","99265.54 - 103700.56"
"Data Developer","72655.37 - 77090.4"
"Data Governance","85960.45 - 90395.48"
"Data Governance","130310.73 - 134745.76"
"Data Governance Analyst","54915.25 - 59350.28"
"Data Governance Analyst","41610.17 - 46045.2"
"Research Scientist","285536.72 - 289971.75"
"Data Scientist","276666.67 - 281101.69"
"Data Developer","170225.99 - 174661.02"
"Data Developer","112570.62 - 117005.65"
"Associate","170225.99 - 174661.02"
"Lead Analyst","254491.53 - 258926.55"
"Lead Analyst","121440.68 - 125875.71"
"Software Development Engineer","196836.16 - 201271.19"
"Software Development Engineer","99265.54 - 103700.56"
"Site Reliability Engineer","205706.21 - 210141.24"
"Site Reliability Engineer","125875.71 - 130310.73"
"Manager","263361.58 - 267796.61"
"Analytics Engineer","245621.47 - 250056.5"
"Analytics Engineer","161355.93 - 165790.96"
"Analytics Engineer","201271.19 - 205706.21"
"Analytics Engineer","148050.85 - 152485.88"
"Machine Learning Developer","103700.56 - 108135.59"
"Machine Learning Developer","99265.54 - 103700.56"
"Data Analyst","205706.21 - 210141.24"
"Data Management Analyst","81525.42 - 85960.45"
"Data Engineer","298841.81 - 303276.84"
"Data Engineer","245621.47 - 250056.5"
"AI Scientist","276666.67 - 281101.69"
"Tech Lead","298841.81 - 303276.84"
"Tech Lead","232316.38 - 236751.41"
"Analytics Lead","219011.3 - 223446.33"
"Analytics Lead","165790.96 - 170225.99"
"Software Engineer","23870.06 - 28305.08"
"Software Engineer","50480.23 - 54915.25"
"Analytics Lead","112570.62 - 117005.65"
"Analytics Lead","90395.48 - 94830.51"
"Research Analyst","103700.56 - 108135.59"
"AI Engineering Manager","267796.61 - 272231.64"
"Applied Scientist","139180.79 - 143615.82"
"BI Developer","103700.56 - 108135.59"
"Analytics Engineer","103700.56 - 108135.59"
"Analytics Engineer","68220.34 - 72655.37"
"Data Governance Specialist","23870.06 - 28305.08"
"Data Governance Specialist","15000.0 - 19435.03"
"Data Analytics Manager","219011.3 - 223446.33"
"Data Analytics Manager","134745.76 - 139180.79"
"Data Analyst","210141.24 - 214576.27"
"Product Manager","303276.84 - 307711.86"
"Technical Writer","77090.4 - 81525.42"
"Technical Writer","63785.31 - 68220.34"
"Member of Technical Staff","289971.75 - 294406.78"
"Member of Technical Staff","117005.65 - 121440.68"
"Data Architect","192401.13 - 196836.16"
"Data Architect","81525.42 - 85960.45"
"Data Quality Engineer","134745.76 - 139180.79"
"Data Quality Engineer","94830.51 - 99265.54"
"Data Lead","117005.65 - 121440.68"
"Research Analyst","125875.71 - 130310.73"
"Manager","179096.05 - 183531.07"
"Machine Learning Engineer","28305.08 - 32740.11"
"Research Scientist","161355.93 - 165790.96"
"Decision Scientist","125875.71 - 130310.73"
"Decision Scientist","63785.31 - 68220.34"
"Data Specialist","54915.25 - 59350.28"
"Data Specialist","85960.45 - 90395.48"
"Head of Data","436327.68 - 440762.71"
"Head of Data","338757.06 - 343192.09"
"Technical Lead","103700.56 - 108135.59"
"Technical Lead","72655.37 - 77090.4"
"AI Architect","179096.05 - 183531.07"
"Systems Engineer","187966.1 - 192401.13"
"Member of Technical Staff","338757.06 - 343192.09"
"Member of Technical Staff","196836.16 - 201271.19"
"Data Lead","85960.45 - 90395.48"
"Member of Technical Staff","258926.55 - 263361.58"
"Member of Technical Staff","148050.85 - 152485.88"
"Data Developer","139180.79 - 143615.82"
"Data Developer","85960.45 - 90395.48"
"AI Architect","254491.53 - 258926.55"
"AI Architect","210141.24 - 214576.27"
"Data Operations Engineer","85960.45 - 90395.48"
"Data Operations Engineer","68220.34 - 72655.37"
"Applied Scientist","165790.96 - 170225.99"
"Applied Scientist","130310.73 - 134745.76"
"Data Engineer","285536.72 - 289971.75"
"Machine Learning Specialist","117005.65 - 121440.68"
"Machine Learning Specialist","90395.48 - 94830.51"
"Computational Biologist","77090.4 - 81525.42"
"Analytics Engineer","223446.33 - 227881.36"
"Analytics Engineer","179096.05 - 183531.07"
"Associate","214576.27 - 219011.3"
"Quantitative Analyst","462937.85 - 467372.88"
"Quantitative Analyst","54915.25 - 59350.28"
"Product Analyst","139180.79 - 143615.82"
"Product Analyst","99265.54 - 103700.56"
"Software Developer","72655.37 - 77090.4"
"Solutions Architect","343192.09 - 347627.12"
"Solutions Architect","276666.67 - 281101.69"
"Quantitative Researcher","462937.85 - 467372.88"
"Quantitative Researcher","54915.25 - 59350.28"
"Engineering Manager","449632.77 - 454067.8"
"Engineering Manager","298841.81 - 303276.84"
"QA Engineer","148050.85 - 152485.88"
"QA Engineer","72655.37 - 77090.4"
"QA Engineer","68220.34 - 72655.37"
"Platform Engineer","174661.02 - 179096.05"
"Platform Engineer","130310.73 - 134745.76"
"Platform Engineer","289971.75 - 294406.78"
"Platform Engineer","201271.19 - 205706.21"
"Site Reliability Engineer","254491.53 - 258926.55"
"Site Reliability Engineer","152485.88 - 156920.9"
"BI Analyst","41610.17 - 46045.2"
"Data Engineer","312146.89 - 316581.92"
"Software Development Engineer","210141.24 - 214576.27"
"Software Development Engineer","139180.79 - 143615.82"
"Associate","81525.42 - 85960.45"
"Statistical Programmer","139180.79 - 143615.82"
"Statistical Programmer","81525.42 - 85960.45"
"Platform Engineer","210141.24 - 214576.27"
"Platform Engineer","156920.9 - 161355.93"
"Manager","46045.2 - 50480.23"
"Research Analyst","156920.9 - 161355.93"
"Analytics Specialist","170225.99 - 174661.02"
"Analytics Specialist","117005.65 - 121440.68"
"Manager","312146.89 - 316581.92"
"Systems Engineer","161355.93 - 165790.96"
"Systems Engineer","94830.51 - 99265.54"
"Data Quality Analyst","117005.65 - 121440.68"
"Data Quality Analyst","108135.59 - 112570.62"
"Software Developer","210141.24 - 214576.27"
"Software Developer","152485.88 - 156920.9"
"Software Developer","143615.82 - 148050.85"
"Software Development Engineer","130310.73 - 134745.76"
"Platform Engineer","148050.85 - 152485.88"
"Platform Engineer","72655.37 - 77090.4"
"Member of Technical Staff","343192.09 - 347627.12"
"Member of Technical Staff","174661.02 - 179096.05"
"Head of Data","298841.81 - 303276.84"
"Head of Data","196836.16 - 201271.19"
"Technical Lead","156920.9 - 161355.93"
"Technical Lead","117005.65 - 121440.68"
"Software Engineer","41610.17 - 46045.2"
"Software Development Engineer","316581.92 - 321016.95"
"Software Development Engineer","187966.1 - 192401.13"
"Developer","28305.08 - 32740.11"
"Product Manager","329887.01 - 334322.03"
"Research Engineer","254491.53 - 258926.55"
"Platform Engineer","170225.99 - 174661.02"
"Platform Engineer","205706.21 - 210141.24"
"Backend Developer","121440.68 - 125875.71"
"Backend Developer","103700.56 - 108135.59"
"Tech Lead","214576.27 - 219011.3"
"Software Engineer","436327.68 - 440762.71"
"Data Architect","236751.41 - 241186.44"
"MLOps Engineer","187966.1 - 192401.13"
"MLOps Engineer","117005.65 - 121440.68"
"Analytics Engineer","227881.36 - 232316.38"
"Analytics Engineer","236751.41 - 241186.44"
"Full Stack Engineer","94830.51 - 99265.54"
"Full Stack Engineer","72655.37 - 77090.4"
"Research Engineer","214576.27 - 219011.3"
"Solutions Architect","219011.3 - 223446.33"
"Solutions Architect","179096.05 - 183531.07"
"Data Specialist","23870.06 - 28305.08"
"Data Operations Specialist","63785.31 - 68220.34"
"Data Operations Specialist","37175.14 - 41610.17"
"Engineer","462937.85 - 467372.88"
"Solutions Engineer","187966.1 - 192401.13"
"Solutions Engineer","85960.45 - 90395.48"
"Associate","94830.51 - 99265.54"
"Analyst","37175.14 - 41610.17"
"Analyst","23870.06 - 28305.08"
"Full Stack Engineer","241186.44 - 245621.47"
"Full Stack Engineer","156920.9 - 161355.93"
"Data Engineer","258926.55 - 263361.58"
"Machine Learning Engineer","112570.62 - 117005.65"
"Manager","272231.64 - 276666.67"
"AI Specialist","99265.54 - 103700.56"
"AI Specialist","77090.4 - 81525.42"
"Analytics Engineer","130310.73 - 134745.76"
"AI Engineer","245621.47 - 250056.5"
"AI Engineer","179096.05 - 183531.07"
"Data Manager","117005.65 - 121440.68"
"Machine Learning Engineer","307711.86 - 312146.89"
"Machine Learning Engineer","360932.2 - 365367.23"
"Software Engineer","294406.78 - 298841.81"
"Backend Engineer","214576.27 - 219011.3"
"Backend Engineer","192401.13 - 196836.16"
"Data Analyst","223446.33 - 227881.36"
"Solutions Engineer","205706.21 - 210141.24"
"Solutions Engineer","54915.25 - 59350.28"
"Business Analyst","148050.85 - 152485.88"
"Business Analyst","117005.65 - 121440.68"
"Product Designer","174661.02 - 179096.05"
"Developer","156920.9 - 161355.93"
"Research Associate","63785.31 - 68220.34"
"Consultant","227881.36 - 232316.38"
"Site Reliability Engineer","267796.61 - 272231.64"
"Site Reliability Engineer","196836.16 - 201271.19"
"AI Architect","272231.64 - 276666.67"
"Data Analytics Lead","201271.19 - 205706.21"
"Data Analytics Lead","117005.65 - 121440.68"
"Research Scientist","196836.16 - 201271.19"
"Computational Biologist","143615.82 - 148050.85"
"Platform Engineer","312146.89 - 316581.92"
"Data Architect","152485.88 - 156920.9"
"Engineer","352062.15 - 356497.18"
"AI Architect","258926.55 - 263361.58"
"AI Architect","139180.79 - 143615.82"
"Software Development Engineer","294406.78 - 298841.81"
"Business Analyst","68220.34 - 72655.37"
"Developer","219011.3 - 223446.33"
"Developer","121440.68 - 125875.71"
"Data Management Analyst","130310.73 - 134745.76"
"Data Management Analyst","63785.31 - 68220.34"
"BI Developer","121440.68 - 125875.71"
"BI Developer","112570.62 - 117005.65"
"Product Analyst","156920.9 - 161355.93"
"Product Analyst","85960.45 - 90395.48"
"Software Developer","103700.56 - 108135.59"
"Data Reporting Analyst","94830.51 - 99265.54"
"Data Reporting Analyst","63785.31 - 68220.34"
"Data Analytics Specialist","183531.07 - 187966.1"
"Data Analytics Specialist","156920.9 - 161355.93"
"Machine Learning Engineer 5","196836.16 - 201271.19"
"Architect","121440.68 - 125875.71"
"Architect","41610.17 - 46045.2"
"Architect","28305.08 - 32740.11"
"Tech Lead","174661.02 - 179096.05"
"Tech Lead","121440.68 - 125875.71"
"Data Lead","41610.17 - 46045.2"
"Data Engineer","294406.78 - 298841.81"
"Research Engineer","139180.79 - 143615.82"
"DevOps Engineer","179096.05 - 183531.07"
"Research Scientist","139180.79 - 143615.82"
"Business Intelligence Analyst","143615.82 - 148050.85"
"Business Intelligence Analyst","112570.62 - 117005.65"
"Research Scientist","90395.48 - 94830.51"
"Data Management Coordinator","68220.34 - 72655.37"
"Data Management Coordinator","32740.11 - 37175.14"
"Data Analyst","498418.08 - 502853.11"
"Data Lead","285536.72 - 289971.75"
"Data Lead","139180.79 - 143615.82"
"Research Engineer","72655.37 - 77090.4"
"Research Assistant","59350.28 - 63785.31"
"Associate","250056.5 - 254491.53"
"Lead Analyst","125875.71 - 130310.73"
"Technology Integrator","134745.76 - 139180.79"
"Technology Integrator","59350.28 - 63785.31"
"Business Analyst","108135.59 - 112570.62"
"Business Analyst","90395.48 - 94830.51"
"BI Analyst","117005.65 - 121440.68"
"BI Analyst","99265.54 - 103700.56"
"Data Lead","267796.61 - 272231.64"
"Data Lead","179096.05 - 183531.07"
"Data Governance","201271.19 - 205706.21"
"Consultant","81525.42 - 85960.45"
"Engineer","307711.86 - 312146.89"
"Research Scientist","272231.64 - 276666.67"
"Research Scientist","125875.71 - 130310.73"
"Software Developer","272231.64 - 276666.67"
"Data Quality Lead","170225.99 - 174661.02"
"Data Quality Lead","112570.62 - 117005.65"
"Business Intelligence Developer","152485.88 - 156920.9"
"Business Intelligence Developer","134745.76 - 139180.79"
"Data Product Owner","245621.47 - 250056.5"
"Data Product Owner","112570.62 - 117005.65"
"Business Intelligence Analyst","63785.31 - 68220.34"
"Analytics Engineer","143615.82 - 148050.85"
"Research Scientist","245621.47 - 250056.5"
"Software Developer","258926.55 - 263361.58"
"Software Developer","148050.85 - 152485.88"
"Research Scientist","214576.27 - 219011.3"
"Machine Learning Engineer","232316.38 - 236751.41"
"Machine Learning Scientist","130310.73 - 134745.76"
"Machine Learning Scientist","85960.45 - 90395.48"
"Computational Biologist","156920.9 - 161355.93"
"Computational Biologist","94830.51 - 99265.54"
"Data Product Manager","170225.99 - 174661.02"
"Data Product Manager","134745.76 - 139180.79"
"Manager","223446.33 - 227881.36"
"Architect","281101.69 - 285536.72"
"Solutions Architect","196836.16 - 201271.19"
"Solutions Architect","130310.73 - 134745.76"
"Solutions Architect","148050.85 - 152485.88"
"Statistician","139180.79 - 143615.82"
"Statistician","68220.34 - 72655.37"
"Systems Engineer","227881.36 - 232316.38"
"Analyst","41610.17 - 46045.2"
"Analytics Specialist","46045.2 - 50480.23"
"Solution Architect","227881.36 - 232316.38"
"Solution Architect","143615.82 - 148050.85"
"Data Engineer","23870.06 - 28305.08"
"Data Analytics Specialist","161355.93 - 165790.96"
"Data Analytics Specialist","94830.51 - 99265.54"
"Applied Scientist","72655.37 - 77090.4"
"Applied Scientist","59350.28 - 63785.31"
"Data Scientist","23870.06 - 28305.08"
"Pricing Analyst","85960.45 - 90395.48"
"Pricing Analyst","72655.37 - 77090.4"
"Site Reliability Engineer","183531.07 - 187966.1"
"Site Reliability Engineer","170225.99 - 174661.02"
"Backend Engineer","294406.78 - 298841.81"
"Backend Engineer","165790.96 - 170225.99"
"Pricing Analyst","94830.51 - 99265.54"
"Pricing Analyst","81525.42 - 85960.45"
"Research Scientist","236751.41 - 241186.44"
"Solution Architect","219011.3 - 223446.33"
"Solution Architect","103700.56 - 108135.59"
"Data Manager","152485.88 - 156920.9"
"Data Architect","263361.58 - 267796.61"
"Data Engineer","321016.95 - 325451.98"
"Data Operations Engineer","192401.13 - 196836.16"
"Data Operations Engineer","117005.65 - 121440.68"
"Data Governance","63785.31 - 68220.34"
"Data Governance Manager","183531.07 - 187966.1"
"Data Governance Manager","108135.59 - 112570.62"
"Decision Scientist","165790.96 - 170225.99"
"Decision Scientist","81525.42 - 85960.45"
"Research Engineer","338757.06 - 343192.09"
"Research Engineer","272231.64 - 276666.67"
"Data Scientist","41610.17 - 46045.2"
"Research Engineer","418587.57 - 423022.6"
"Lead Analyst","174661.02 - 179096.05"
"Lead Analyst","117005.65 - 121440.68"
"Software Engineer","365367.23 - 369802.26"
"Engineering Manager","316581.92 - 321016.95"
"Engineering Manager","210141.24 - 214576.27"
"Systems Engineer","174661.02 - 179096.05"
"Data Manager","183531.07 - 187966.1"
"Research Scientist","219011.3 - 223446.33"
"Data Strategist","94830.51 - 99265.54"
"Data Strategist","77090.4 - 81525.42"
"Research Associate","298841.81 - 303276.84"
"Research Associate","196836.16 - 201271.19"
"Solutions Architect","232316.38 - 236751.41"
"Product Manager","77090.4 - 81525.42"
"Product Manager","37175.14 - 41610.17"
"Product Analyst","174661.02 - 179096.05"
"Product Analyst","143615.82 - 148050.85"
"Data Architect","205706.21 - 210141.24"
"Applied Scientist","312146.89 - 316581.92"
"Applied Scientist","77090.4 - 81525.42"
"Research Scientist","400847.46 - 405282.49"
"Research Scientist","232316.38 - 236751.41"
"Research Scientist","427457.63 - 431892.66"
"Product Manager","174661.02 - 179096.05"
"Data Product Manager","161355.93 - 165790.96"
"Data Product Manager","143615.82 - 148050.85"
"Software Development Engineer","289971.75 - 294406.78"
"Software Development Engineer","134745.76 - 139180.79"
"DevOps Engineer","219011.3 - 223446.33"
"QA Engineer","143615.82 - 148050.85"
"Data Specialist","139180.79 - 143615.82"
"Head of Data","245621.47 - 250056.5"
"Developer","267796.61 - 272231.64"
"Machine Learning Engineer","72655.37 - 77090.4"
"Site Reliability Engineer","307711.86 - 312146.89"
"Full Stack Developer","117005.65 - 121440.68"
"Data Infrastructure Engineer","103700.56 - 108135.59"
"Data Infrastructure Engineer","63785.31 - 68220.34"
"Business Intelligence Specialist","152485.88 - 156920.9"
"Business Intelligence Specialist","94830.51 - 99265.54"
"Head of Data","161355.93 - 165790.96"
"Head of Data","139180.79 - 143615.82"
"Research Scientist","77090.4 - 81525.42"
"Research Scientist","41610.17 - 46045.2"
"Statistician","85960.45 - 90395.48"
"Statistician","46045.2 - 50480.23"
"Product Manager","99265.54 - 103700.56"
"Consultant","201271.19 - 205706.21"
"Backend Engineer","263361.58 - 267796.61"
"Backend Engineer","161355.93 - 165790.96"
"Platform Engineer","236751.41 - 241186.44"
"Analytics Engineer","112570.62 - 117005.65"
"Analytics Engineer","90395.48 - 94830.51"
"Research Engineer","196836.16 - 201271.19"
"Machine Learning Engineer","329887.01 - 334322.03"
"AI Specialist","37175.14 - 41610.17"
"Data Product Manager","192401.13 - 196836.16"
"Data Product Manager","139180.79 - 143615.82"
"Solutions Architect","298841.81 - 303276.84"
"Analyst","174661.02 - 179096.05"
"Business Intelligence Analyst","241186.44 - 245621.47"
"Business Intelligence Analyst","183531.07 - 187966.1"
"Data Governance","285536.72 - 289971.75"
"Data Modeler","112570.62 - 117005.65"
"Data Modeler","68220.34 - 72655.37"
"Software Developer","59350.28 - 63785.31"
"Lead Analyst","68220.34 - 72655.37"
"Engineer","41610.17 - 46045.2"
"Systems Engineer","445197.74 - 449632.77"
"Systems Engineer","276666.67 - 281101.69"
"Analytics Engineer","32740.11 - 37175.14"
"Analytics Engineer","19435.03 - 23870.06"
"Head of Data","108135.59 - 112570.62"
"Head of Data","90395.48 - 94830.51"
"QA Engineer","130310.73 - 134745.76"
"Business Analyst","63785.31 - 68220.34"
"Consultant","112570.62 - 117005.65"
"Analyst","179096.05 - 183531.07"
"Product Manager","81525.42 - 85960.45"
"Data Product Manager","165790.96 - 170225.99"
"Data Product Manager","81525.42 - 85960.45"
"Data Visualization Engineer","85960.45 - 90395.48"
"Software Developer","170225.99 - 174661.02"
"Quantitative Analyst","130310.73 - 134745.76"
"Quantitative Analyst","85960.45 - 90395.48"
"Analytics Specialist","121440.68 - 125875.71"
"Analytics Specialist","85960.45 - 90395.48"
"Developer","143615.82 - 148050.85"
"Engineering Manager","148050.85 - 152485.88"
"AI Engineer","72655.37 - 77090.4"
"Data Manager","219011.3 - 223446.33"
"Data Management Analyst","170225.99 - 174661.02"
"Data Management Analyst","72655.37 - 77090.4"
"Business Analyst","156920.9 - 161355.93"
"Business Analyst","125875.71 - 130310.73"
"Product Designer","139180.79 - 143615.82"
"Product Manager","232316.38 - 236751.41"
"Cloud Engineer","156920.9 - 161355.93"
"Cloud Engineer","68220.34 - 72655.37"
"Backend Engineer","219011.3 - 223446.33"
"Data Reporting Analyst","85960.45 - 90395.48"
"Data Manager","187966.1 - 192401.13"
"Data Manager","148050.85 - 152485.88"
"Prompt Engineer","161355.93 - 165790.96"
"Prompt Engineer","139180.79 - 143615.82"
"Bioinformatics Scientist","139180.79 - 143615.82"
"Bioinformatics Scientist","81525.42 - 85960.45"
"Cloud Engineer","161355.93 - 165790.96"
"Site Reliability Engineer","298841.81 - 303276.84"
"Site Reliability Engineer","165790.96 - 170225.99"
